,timestamp,equipment_id,component_type,location,event_type
4597,2020-08-28 13-37-34,EQ_3,Composant_1,Gare de Lyon,Maintenance
4598,2020-11-11 03-15-54,EQ_3,Composant_5,Gare de Lyon,Failure
4599,2020-02-03 05-58-19,EQ_4,Composant_1,Montparnasse,Failure
4600,2020-08-10 11-49-56,EQ_4,Composant_4,Gare de Lyon,Failure
4601,2020-08-20 09-41-24,EQ_3,Composant_1,Montparnasse,Failure
4602,2020-05-08 00-55-45,EQ_3,Composant_3,Montparnasse,Warning
4603,2020-07-25 01-41-01,EQ_2,Composant_3,Montparnasse,Maintenance
4604,2020-08-26 23-53-57,EQ_5,Composant_3,Saint-Lazare,Warning
4605,2020-12-21 07-28-24,EQ_5,Composant_1,Opéra,Warning
4606,2020-02-17 18-55-27,EQ_5,Composant_2,Opéra,Warning
4607,2020-03-29 00-34-53,EQ_2,Composant_2,Gare de Lyon,Warning
4608,2020-09-18 05-34-05,EQ_2,Composant_1,Saint-Lazare,Warning
4609,2020-10-24 06-33-52,EQ_5,Composant_2,Saint-Lazare,Warning
4610,2020-12-13 11-16-06,EQ_3,Composant_2,Saint-Lazare,Maintenance
4611,2020-04-16 06-06-01,EQ_3,Composant_1,Gare de Lyon,Failure
4612,2020-03-13 00-10-15,EQ_4,Composant_2,Saint-Lazare,Failure
4613,2020-10-03 09-51-08,EQ_3,Composant_2,Gare de Lyon,Failure
4614,2020-01-02 13-55-05,EQ_2,Composant_3,Montparnasse,Maintenance
4615,2020-04-11 02-20-48,EQ_1,Composant_1,Montparnasse,Warning
4616,2020-03-16 18-46-39,EQ_5,Composant_2,Saint-Lazare,Maintenance
4617,2020-03-04 04-35-20,EQ_4,Composant_5,Gare de Lyon,Maintenance
4618,2020-09-14 00-15-54,EQ_4,Composant_3,Gare de Lyon,Warning
4619,2020-01-15 22-18-26,EQ_1,Composant_5,Saint-Lazare,Warning
4620,2020-03-09 04-12-04,EQ_3,Composant_5,Gare de Lyon,Maintenance
4621,2020-10-11 06-56-45,EQ_4,Composant_5,Montparnasse,Warning
4622,2020-03-07 15-00-55,EQ_1,Composant_4,Saint-Lazare,Warning
4623,2020-03-19 03-00-40,EQ_5,Composant_1,Montparnasse,Warning
4624,2020-11-05 14-58-50,EQ_3,Composant_4,Saint-Lazare,Failure
4625,2020-05-11 01-04-23,EQ_5,Composant_2,Montparnasse,Failure
4626,2020-02-03 08-23-16,EQ_5,Composant_5,Saint-Lazare,Failure
4627,2020-09-11 10-07-03,EQ_3,Composant_2,Gare de Lyon,Failure
4628,2020-07-22 12-30-23,EQ_4,Composant_1,Gare de Lyon,Maintenance
4629,2020-03-08 14-48-16,EQ_2,Composant_3,Montparnasse,Maintenance
4630,2020-08-22 20-00-47,EQ_2,Composant_4,Gare de Lyon,Maintenance
4631,2020-01-15 22-12-41,EQ_5,Composant_3,Gare de Lyon,Maintenance
4632,2020-07-25 09-14-22,EQ_1,Composant_1,Opéra,Maintenance
4633,2020-07-02 13-31-15,EQ_5,Composant_5,Montparnasse,Warning
4634,2020-10-10 11-54-38,EQ_1,Composant_4,Montparnasse,Maintenance
4635,2020-10-19 18-50-58,EQ_5,Composant_2,Montparnasse,Failure
4636,2020-09-09 17-17-17,EQ_3,Composant_5,Montparnasse,Maintenance
4637,2020-07-27 21-30-02,EQ_3,Composant_4,Montparnasse,Failure
4638,2020-06-05 14-48-46,EQ_2,Composant_4,Montparnasse,Warning
4639,2020-11-13 10-57-43,EQ_1,Composant_2,Opéra,Warning
4640,2020-04-27 00-48-13,EQ_5,Composant_5,Gare de Lyon,Maintenance
4641,2020-09-16 11-53-11,EQ_4,Composant_3,Montparnasse,Warning
4642,2020-04-10 04-04-41,EQ_3,Composant_3,Montparnasse,Maintenance
4643,2020-08-01 00-04-03,EQ_1,Composant_2,Montparnasse,Maintenance
4644,2020-06-27 10-09-51,EQ_2,Composant_4,Montparnasse,Maintenance
4645,2020-08-07 11-16-02,EQ_4,Composant_2,Opéra,Maintenance
4646,2020-03-07 04-23-34,EQ_3,Composant_5,Opéra,Failure
4647,2020-11-10 18-56-44,EQ_5,Composant_1,Saint-Lazare,Warning
4648,2020-08-16 16-54-29,EQ_5,Composant_5,Montparnasse,Failure
4649,2020-09-19 15-17-14,EQ_5,Composant_1,Montparnasse,Failure
4650,2020-08-24 02-28-01,EQ_4,Composant_5,Opéra,Warning
4651,2020-02-05 05-05-14,EQ_4,Composant_5,Montparnasse,Failure
4652,2020-10-21 23-48-32,EQ_2,Composant_3,Opéra,Maintenance
4653,2020-06-23 13-14-52,EQ_5,Composant_3,Opéra,Failure
4654,2020-04-07 03-44-43,EQ_5,Composant_1,Opéra,Failure
4655,2020-02-25 00-02-12,EQ_5,Composant_3,Saint-Lazare,Warning
4656,2020-06-28 16-23-30,EQ_2,Composant_4,Gare de Lyon,Maintenance
4657,2020-04-01 19-50-41,EQ_5,Composant_1,Opéra,Maintenance
4658,2020-08-13 21-31-57,EQ_2,Composant_1,Opéra,Warning
4659,2020-10-17 06-08-35,EQ_3,Composant_2,Opéra,Warning
4660,2020-09-10 07-00-33,EQ_2,Composant_2,Gare de Lyon,Failure
4661,2020-01-17 19-43-41,EQ_4,Composant_2,Montparnasse,Warning
4662,2020-08-26 23-40-53,EQ_4,Composant_5,Montparnasse,Warning
4663,2020-09-13 16-46-28,EQ_5,Composant_5,Gare de Lyon,Warning
4664,2020-11-01 15-55-58,EQ_3,Composant_3,Saint-Lazare,Warning
4665,2020-09-27 18-28-26,EQ_3,Composant_5,Gare de Lyon,Warning
4666,2020-02-10 17-34-53,EQ_3,Composant_2,Gare de Lyon,Failure
4667,2020-02-06 01-57-26,EQ_1,Composant_2,Opéra,Failure
4668,2020-10-19 19-39-15,EQ_3,Composant_3,Saint-Lazare,Maintenance
4669,2020-08-06 11-13-44,EQ_4,Composant_2,Montparnasse,Failure
4670,2020-10-14 12-20-22,EQ_5,Composant_3,Saint-Lazare,Warning
4671,2020-12-04 21-52-10,EQ_1,Composant_3,Saint-Lazare,Failure
4672,2020-02-25 20-52-21,EQ_5,Composant_1,Montparnasse,Warning
4673,2020-10-25 06-02-26,EQ_5,Composant_3,Gare de Lyon,Maintenance
4674,2020-08-14 20-52-25,EQ_1,Composant_1,Opéra,Warning
4675,2020-05-25 05-29-21,EQ_5,Composant_3,Gare de Lyon,Warning
4676,2020-10-23 18-31-00,EQ_3,Composant_1,Opéra,Failure
4677,2020-12-26 12-42-21,EQ_3,Composant_2,Montparnasse,Failure
4678,2020-05-11 17-03-03,EQ_5,Composant_3,Gare de Lyon,Warning
4679,2020-11-23 01-04-14,EQ_5,Composant_5,Gare de Lyon,Failure
4680,2020-08-30 14-21-36,EQ_1,Composant_3,Opéra,Warning
4681,2020-04-28 06-39-59,EQ_2,Composant_5,Opéra,Warning
4682,2020-02-18 02-41-05,EQ_4,Composant_1,Montparnasse,Maintenance
4683,2020-01-25 17-29-52,EQ_2,Composant_1,Saint-Lazare,Maintenance
4684,2020-05-01 06-22-57,EQ_4,Composant_3,Opéra,Failure
4685,2020-06-13 06-22-44,EQ_1,Composant_2,Montparnasse,Failure
4686,2020-08-30 14-22-28,EQ_5,Composant_5,Saint-Lazare,Warning
4687,2020-06-29 01-21-02,EQ_2,Composant_2,Gare de Lyon,Warning
4688,2020-04-08 00-15-43,EQ_5,Composant_5,Opéra,Maintenance
4689,2020-11-19 02-19-48,EQ_1,Composant_2,Opéra,Warning
4690,2020-02-14 09-37-13,EQ_1,Composant_2,Opéra,Warning
4691,2020-11-22 20-30-44,EQ_4,Composant_4,Gare de Lyon,Failure
4692,2020-02-12 13-02-07,EQ_5,Composant_4,Opéra,Warning
4693,2020-04-09 05-11-32,EQ_5,Composant_2,Opéra,Failure
4694,2020-05-12 21-58-49,EQ_5,Composant_4,Saint-Lazare,Maintenance
4695,2020-09-13 00-38-53,EQ_5,Composant_3,Montparnasse,Warning
4696,2020-10-28 08-28-06,EQ_3,Composant_4,Gare de Lyon,Warning
4697,2020-09-26 04-40-27,EQ_2,Composant_4,Opéra,Failure
4698,2020-10-30 07-20-05,EQ_1,Composant_5,Gare de Lyon,Warning
4699,2020-09-25 23-13-34,EQ_2,Composant_1,Opéra,Failure
4700,2020-02-20 15-40-50,EQ_5,Composant_5,Saint-Lazare,Warning
4701,2020-05-23 11-03-30,EQ_4,Composant_1,Montparnasse,Failure
4702,2020-06-21 04-12-28,EQ_3,Composant_3,Gare de Lyon,Maintenance
4703,2020-07-22 02-57-26,EQ_5,Composant_3,Montparnasse,Maintenance
4704,2020-09-03 20-10-55,EQ_5,Composant_5,Saint-Lazare,Failure
4705,2020-06-12 16-08-20,EQ_5,Composant_4,Montparnasse,Maintenance
4706,2020-03-26 23-45-26,EQ_1,Composant_4,Saint-Lazare,Failure
4707,2020-12-05 20-21-27,EQ_4,Composant_5,Saint-Lazare,Failure
4708,2020-10-21 04-28-45,EQ_3,Composant_5,Opéra,Warning
4709,2020-11-04 08-05-13,EQ_3,Composant_4,Montparnasse,Warning
4710,2020-09-12 06-19-47,EQ_3,Composant_1,Saint-Lazare,Warning
4711,2020-01-24 11-58-47,EQ_4,Composant_4,Saint-Lazare,Maintenance
4712,2020-07-02 00-08-22,EQ_3,Composant_2,Opéra,Failure
4713,2020-10-03 01-44-26,EQ_1,Composant_2,Saint-Lazare,Failure
4714,2020-12-31 20-38-51,EQ_3,Composant_4,Gare de Lyon,Failure
4715,2020-04-02 18-38-39,EQ_3,Composant_4,Montparnasse,Warning
4716,2020-03-26 12-07-45,EQ_2,Composant_3,Saint-Lazare,Failure
4717,2020-05-12 07-16-24,EQ_3,Composant_2,Saint-Lazare,Maintenance
4718,2020-06-02 15-27-04,EQ_1,Composant_2,Gare de Lyon,Failure
4719,2020-06-28 19-48-43,EQ_3,Composant_3,Montparnasse,Warning
4720,2020-07-18 12-24-10,EQ_1,Composant_5,Saint-Lazare,Failure
4721,2020-06-24 20-04-57,EQ_1,Composant_5,Montparnasse,Failure
4722,2020-03-12 21-38-22,EQ_4,Composant_3,Montparnasse,Failure
4723,2020-02-18 01-12-55,EQ_1,Composant_5,Opéra,Warning
4724,2020-12-15 06-04-41,EQ_3,Composant_5,Montparnasse,Maintenance
4725,2020-10-16 15-17-11,EQ_4,Composant_2,Montparnasse,Maintenance
4726,2020-02-26 07-47-04,EQ_3,Composant_2,Saint-Lazare,Warning
4727,2020-05-29 06-17-26,EQ_1,Composant_5,Saint-Lazare,Maintenance
4728,2020-06-08 15-52-25,EQ_5,Composant_1,Gare de Lyon,Failure
4729,2020-06-12 19-17-29,EQ_4,Composant_3,Gare de Lyon,Maintenance
4730,2020-10-08 00-36-00,EQ_3,Composant_3,Montparnasse,Failure
4731,2020-03-31 06-52-39,EQ_2,Composant_5,Saint-Lazare,Maintenance
4732,2020-11-12 13-52-51,EQ_5,Composant_3,Montparnasse,Failure
4733,2020-09-20 01-22-32,EQ_1,Composant_5,Opéra,Warning
4734,2020-08-28 07-52-35,EQ_1,Composant_3,Opéra,Failure
4735,2020-03-18 22-04-13,EQ_1,Composant_3,Montparnasse,Warning
4736,2020-02-13 04-29-13,EQ_5,Composant_4,Gare de Lyon,Failure
4737,2020-03-29 00-18-28,EQ_4,Composant_5,Gare de Lyon,Warning
4738,2020-08-25 01-10-54,EQ_4,Composant_2,Montparnasse,Failure
4739,2020-01-03 16-53-31,EQ_4,Composant_3,Montparnasse,Failure
4740,2020-10-06 20-38-41,EQ_2,Composant_2,Gare de Lyon,Warning
4741,2020-12-08 14-36-26,EQ_1,Composant_1,Montparnasse,Maintenance
4742,2020-09-23 15-32-48,EQ_3,Composant_5,Saint-Lazare,Failure
4743,2020-01-31 06-58-46,EQ_2,Composant_3,Montparnasse,Maintenance
4744,2020-06-17 07-18-41,EQ_4,Composant_1,Opéra,Warning
4745,2020-09-22 02-01-55,EQ_4,Composant_3,Gare de Lyon,Maintenance
4746,2020-09-02 09-46-17,EQ_3,Composant_1,Saint-Lazare,Maintenance
4747,2020-02-10 09-28-10,EQ_4,Composant_2,Saint-Lazare,Maintenance
4748,2020-09-19 01-08-15,EQ_1,Composant_3,Montparnasse,Maintenance
4749,2020-09-08 05-04-48,EQ_5,Composant_4,Opéra,Failure
4750,2020-05-17 01-07-12,EQ_2,Composant_1,Montparnasse,Maintenance
4751,2020-07-27 18-08-15,EQ_1,Composant_3,Montparnasse,Failure
4752,2020-11-02 10-36-05,EQ_1,Composant_3,Montparnasse,Warning
4753,2020-07-07 17-04-52,EQ_1,Composant_3,Opéra,Failure
4754,2020-03-15 05-59-59,EQ_2,Composant_1,Montparnasse,Warning
4755,2020-06-06 09-38-37,EQ_2,Composant_5,Opéra,Warning
4756,2020-09-06 14-25-42,EQ_2,Composant_4,Opéra,Warning
4757,2020-08-20 06-46-59,EQ_2,Composant_2,Opéra,Warning
4758,2020-10-13 20-19-22,EQ_2,Composant_1,Gare de Lyon,Maintenance
4759,2020-02-22 02-47-44,EQ_2,Composant_1,Montparnasse,Warning
4760,2020-12-21 19-41-23,EQ_5,Composant_5,Opéra,Failure
4761,2020-08-07 02-51-02,EQ_4,Composant_2,Saint-Lazare,Maintenance
4762,2020-01-04 14-31-54,EQ_5,Composant_5,Opéra,Maintenance
4763,2020-03-30 15-17-23,EQ_2,Composant_5,Montparnasse,Failure
4764,2020-05-17 16-00-18,EQ_5,Composant_4,Saint-Lazare,Failure
4765,2020-04-07 17-34-51,EQ_2,Composant_2,Saint-Lazare,Warning
4766,2020-08-06 06-44-15,EQ_1,Composant_3,Saint-Lazare,Warning
4767,2020-07-19 09-36-25,EQ_4,Composant_5,Gare de Lyon,Maintenance
4768,2020-06-12 17-50-36,EQ_3,Composant_1,Montparnasse,Maintenance
4769,2020-11-27 22-36-52,EQ_3,Composant_2,Gare de Lyon,Warning
4770,2020-04-02 00-16-14,EQ_4,Composant_3,Montparnasse,Failure
4771,2020-03-13 15-53-11,EQ_3,Composant_5,Saint-Lazare,Maintenance
4772,2020-09-13 01-35-56,EQ_4,Composant_1,Opéra,Maintenance
4773,2020-06-16 11-48-36,EQ_5,Composant_1,Saint-Lazare,Failure
4774,2020-09-07 08-53-53,EQ_3,Composant_4,Opéra,Maintenance
4775,2020-02-04 17-47-17,EQ_2,Composant_5,Montparnasse,Maintenance
4776,2020-12-06 07-38-44,EQ_3,Composant_1,Opéra,Warning
4777,2020-08-08 04-11-03,EQ_3,Composant_1,Gare de Lyon,Warning
4778,2020-09-30 10-47-08,EQ_4,Composant_4,Saint-Lazare,Maintenance
4779,2020-12-30 22-05-42,EQ_2,Composant_2,Gare de Lyon,Warning
4780,2020-02-26 14-27-08,EQ_4,Composant_2,Saint-Lazare,Warning
4781,2020-10-11 04-31-44,EQ_2,Composant_4,Saint-Lazare,Warning
4782,2020-04-15 22-13-55,EQ_5,Composant_2,Montparnasse,Failure
4783,2020-08-04 21-56-52,EQ_2,Composant_2,Montparnasse,Warning
4784,2020-09-17 05-00-44,EQ_5,Composant_2,Saint-Lazare,Maintenance
4785,2020-01-12 20-49-28,EQ_3,Composant_4,Montparnasse,Failure
4786,2020-09-02 11-19-24,EQ_3,Composant_3,Gare de Lyon,Failure
4787,2020-01-20 14-58-43,EQ_2,Composant_4,Saint-Lazare,Failure
4788,2020-04-29 03-45-58,EQ_3,Composant_4,Opéra,Maintenance
4789,2020-11-23 17-58-40,EQ_1,Composant_3,Montparnasse,Failure
4790,2020-11-07 23-54-14,EQ_4,Composant_4,Saint-Lazare,Failure
4791,2020-05-09 16-55-32,EQ_1,Composant_3,Gare de Lyon,Warning
4792,2020-03-07 00-54-57,EQ_3,Composant_4,Saint-Lazare,Failure
4793,2020-07-20 12-00-28,EQ_2,Composant_1,Opéra,Maintenance
4794,2020-09-11 13-26-18,EQ_3,Composant_3,Opéra,Maintenance
4795,2020-03-09 15-51-40,EQ_1,Composant_4,Opéra,Maintenance
4796,2020-08-28 17-58-57,EQ_1,Composant_1,Opéra,Warning
4797,2020-03-11 12-58-14,EQ_1,Composant_3,Gare de Lyon,Maintenance
4798,2020-12-25 12-26-07,EQ_5,Composant_2,Saint-Lazare,Warning
4799,2020-04-21 19-35-28,EQ_3,Composant_2,Saint-Lazare,Failure
4800,2020-07-27 18-07-48,EQ_1,Composant_1,Opéra,Warning
4801,2020-05-19 03-48-38,EQ_2,Composant_2,Opéra,Warning
4802,2020-06-20 19-48-03,EQ_4,Composant_4,Montparnasse,Maintenance
4803,2020-07-18 20-51-35,EQ_4,Composant_4,Gare de Lyon,Maintenance
4804,2020-01-26 22-44-01,EQ_1,Composant_4,Saint-Lazare,Failure
4805,2020-04-15 17-48-07,EQ_3,Composant_2,Opéra,Warning
4806,2020-12-23 03-34-44,EQ_2,Composant_5,Opéra,Maintenance
4807,2020-11-21 23-44-05,EQ_4,Composant_1,Opéra,Maintenance
4808,2020-03-13 15-12-20,EQ_4,Composant_4,Gare de Lyon,Failure
4809,2020-07-31 04-06-17,EQ_2,Composant_4,Gare de Lyon,Warning
4810,2020-10-15 16-14-37,EQ_5,Composant_2,Gare de Lyon,Failure
4811,2020-02-15 07-25-08,EQ_3,Composant_5,Saint-Lazare,Warning
4812,2020-11-17 20-58-25,EQ_4,Composant_5,Saint-Lazare,Warning
4813,2020-09-23 01-56-46,EQ_1,Composant_2,Opéra,Failure
4814,2020-10-18 21-25-49,EQ_1,Composant_3,Saint-Lazare,Failure
4815,2020-08-04 05-51-05,EQ_2,Composant_1,Montparnasse,Maintenance
4816,2020-12-21 07-23-23,EQ_3,Composant_4,Saint-Lazare,Warning
4817,2020-02-13 03-03-39,EQ_5,Composant_5,Gare de Lyon,Maintenance
4818,2020-05-27 14-35-25,EQ_2,Composant_5,Opéra,Maintenance
4819,2020-06-30 07-07-19,EQ_2,Composant_1,Gare de Lyon,Failure
4820,2020-02-17 13-31-09,EQ_2,Composant_4,Saint-Lazare,Warning
4821,2020-05-18 04-45-11,EQ_2,Composant_2,Gare de Lyon,Maintenance
4822,2020-03-22 04-17-59,EQ_3,Composant_1,Saint-Lazare,Failure
4823,2020-08-18 10-14-04,EQ_5,Composant_3,Opéra,Maintenance
4824,2020-03-21 18-19-33,EQ_2,Composant_5,Gare de Lyon,Maintenance
4825,2020-10-04 14-50-03,EQ_5,Composant_4,Saint-Lazare,Failure
4826,2020-05-25 22-16-04,EQ_1,Composant_3,Gare de Lyon,Failure
4827,2020-11-30 06-47-28,EQ_1,Composant_1,Montparnasse,Maintenance
4828,2020-08-03 01-10-21,EQ_1,Composant_2,Montparnasse,Maintenance
4829,2020-12-17 15-05-13,EQ_2,Composant_3,Saint-Lazare,Warning
4830,2020-01-23 18-56-03,EQ_2,Composant_1,Gare de Lyon,Maintenance
4831,2020-08-20 05-32-29,EQ_1,Composant_3,Saint-Lazare,Warning
4832,2020-03-28 21-29-39,EQ_5,Composant_4,Opéra,Maintenance
4833,2020-08-14 04-09-48,EQ_4,Composant_3,Montparnasse,Maintenance
4834,2020-02-01 20-56-51,EQ_5,Composant_3,Opéra,Warning
4835,2020-11-14 07-29-01,EQ_2,Composant_4,Montparnasse,Warning
4836,2020-07-08 06-33-25,EQ_4,Composant_4,Saint-Lazare,Warning
4837,2020-03-20 13-00-41,EQ_5,Composant_1,Montparnasse,Failure
4838,2020-01-17 02-16-10,EQ_4,Composant_2,Montparnasse,Warning
4839,2020-05-13 06-00-32,EQ_4,Composant_3,Saint-Lazare,Warning
4840,2020-09-15 00-11-16,EQ_4,Composant_5,Gare de Lyon,Failure
4841,2020-05-27 22-18-23,EQ_2,Composant_1,Gare de Lyon,Failure
4842,2020-03-17 04-01-33,EQ_1,Composant_4,Opéra,Maintenance
4843,2020-10-26 06-17-33,EQ_1,Composant_5,Opéra,Maintenance
4844,2020-01-20 04-43-34,EQ_5,Composant_2,Montparnasse,Maintenance
4845,2020-04-05 03-46-08,EQ_4,Composant_5,Gare de Lyon,Failure
4846,2020-09-06 14-57-06,EQ_5,Composant_1,Opéra,Failure
4847,2020-10-07 04-59-45,EQ_1,Composant_1,Saint-Lazare,Failure
4848,2020-09-13 07-11-18,EQ_1,Composant_2,Saint-Lazare,Warning
4849,2020-01-22 21-47-34,EQ_2,Composant_5,Opéra,Failure
4850,2020-03-25 13-14-47,EQ_2,Composant_5,Montparnasse,Maintenance
4851,2020-11-03 12-38-19,EQ_2,Composant_5,Saint-Lazare,Maintenance
4852,2020-05-11 17-02-21,EQ_1,Composant_4,Opéra,Warning
4853,2020-02-24 04-06-46,EQ_5,Composant_1,Gare de Lyon,Failure
4854,2020-01-03 23-19-34,EQ_5,Composant_1,Opéra,Warning
4855,2020-10-14 07-30-29,EQ_4,Composant_1,Gare de Lyon,Failure
4856,2020-07-20 12-33-19,EQ_5,Composant_4,Opéra,Warning
4857,2020-08-11 07-43-54,EQ_1,Composant_2,Gare de Lyon,Warning
4858,2020-07-16 03-28-01,EQ_2,Composant_4,Gare de Lyon,Warning
4859,2020-10-26 11-33-14,EQ_5,Composant_3,Saint-Lazare,Maintenance
4860,2020-06-01 17-33-41,EQ_3,Composant_2,Montparnasse,Warning
4861,2020-01-21 23-33-39,EQ_4,Composant_1,Saint-Lazare,Failure
4862,2020-10-16 12-07-31,EQ_3,Composant_4,Saint-Lazare,Failure
4863,2020-07-29 13-18-34,EQ_3,Composant_1,Montparnasse,Warning
4864,2020-09-05 19-19-01,EQ_5,Composant_3,Opéra,Warning
4865,2020-10-15 22-31-11,EQ_1,Composant_1,Opéra,Failure
4866,2020-12-14 03-40-23,EQ_1,Composant_3,Opéra,Failure
4867,2020-10-17 06-38-35,EQ_5,Composant_1,Montparnasse,Failure
4868,2020-10-25 08-56-21,EQ_5,Composant_4,Gare de Lyon,Warning
4869,2020-07-21 22-56-16,EQ_1,Composant_3,Gare de Lyon,Maintenance
4870,2020-11-28 15-26-20,EQ_4,Composant_5,Opéra,Warning
4871,2020-11-29 02-28-28,EQ_4,Composant_5,Gare de Lyon,Maintenance
4872,2020-10-11 03-27-32,EQ_3,Composant_1,Gare de Lyon,Maintenance
4873,2020-07-03 00-48-14,EQ_4,Composant_4,Saint-Lazare,Failure
4874,2020-04-19 22-50-54,EQ_1,Composant_3,Montparnasse,Maintenance
4875,2020-11-04 19-20-14,EQ_1,Composant_5,Saint-Lazare,Warning
4876,2020-05-27 23-58-41,EQ_3,Composant_3,Saint-Lazare,Failure
4877,2020-10-07 16-23-30,EQ_5,Composant_4,Saint-Lazare,Maintenance
4878,2020-01-25 16-49-35,EQ_2,Composant_2,Montparnasse,Maintenance
4879,2020-11-18 15-25-30,EQ_3,Composant_2,Montparnasse,Failure
4880,2020-12-08 13-27-45,EQ_2,Composant_4,Gare de Lyon,Warning
4881,2020-01-11 08-54-33,EQ_1,Composant_3,Saint-Lazare,Failure
4882,2020-02-11 18-08-45,EQ_2,Composant_4,Gare de Lyon,Maintenance
4883,2020-02-28 21-55-06,EQ_5,Composant_3,Opéra,Failure
4884,2020-02-14 00-03-00,EQ_2,Composant_1,Opéra,Maintenance
4885,2020-01-01 02-41-50,EQ_1,Composant_5,Montparnasse,Failure
4886,2020-07-04 13-31-30,EQ_5,Composant_1,Saint-Lazare,Maintenance
4887,2020-02-24 08-03-02,EQ_2,Composant_1,Opéra,Maintenance
4888,2020-02-02 06-14-03,EQ_5,Composant_5,Opéra,Failure
4889,2020-06-01 08-05-12,EQ_1,Composant_5,Montparnasse,Warning
4890,2020-09-19 15-04-17,EQ_4,Composant_1,Gare de Lyon,Failure
4891,2020-08-04 14-04-52,EQ_3,Composant_3,Gare de Lyon,Warning
4892,2020-05-10 00-16-17,EQ_2,Composant_2,Saint-Lazare,Warning
4893,2020-03-21 12-06-48,EQ_1,Composant_5,Opéra,Maintenance
4894,2020-05-03 01-05-02,EQ_5,Composant_4,Montparnasse,Maintenance
4895,2020-01-13 16-00-48,EQ_1,Composant_2,Opéra,Warning
4896,2020-10-14 01-56-10,EQ_1,Composant_1,Montparnasse,Maintenance
4897,2020-04-13 11-49-59,EQ_2,Composant_1,Montparnasse,Failure
4898,2020-09-09 04-13-19,EQ_5,Composant_1,Montparnasse,Maintenance
4899,2020-10-03 19-09-37,EQ_5,Composant_3,Gare de Lyon,Failure
4900,2020-09-27 00-35-44,EQ_5,Composant_5,Opéra,Failure
4901,2020-04-08 21-53-07,EQ_3,Composant_2,Saint-Lazare,Warning
4902,2020-12-02 08-08-19,EQ_5,Composant_3,Opéra,Maintenance
4903,2020-03-26 09-23-11,EQ_4,Composant_3,Saint-Lazare,Maintenance
4904,2020-08-04 12-24-59,EQ_2,Composant_5,Saint-Lazare,Warning
4905,2020-02-24 08-47-58,EQ_1,Composant_5,Opéra,Maintenance
4906,2020-06-24 17-09-23,EQ_3,Composant_2,Montparnasse,Maintenance
4907,2020-02-19 01-00-22,EQ_4,Composant_2,Gare de Lyon,Warning
4908,2020-11-26 06-29-24,EQ_4,Composant_1,Opéra,Warning
4909,2020-03-26 02-39-44,EQ_1,Composant_4,Montparnasse,Failure
4910,2020-10-13 02-03-09,EQ_4,Composant_3,Gare de Lyon,Failure
4911,2020-10-01 00-55-19,EQ_2,Composant_1,Gare de Lyon,Failure
4912,2020-03-04 02-34-03,EQ_1,Composant_3,Gare de Lyon,Maintenance
4913,2020-04-23 11-23-07,EQ_5,Composant_1,Opéra,Maintenance
4914,2020-04-11 12-50-30,EQ_4,Composant_4,Montparnasse,Failure
4915,2020-12-19 20-47-39,EQ_3,Composant_2,Gare de Lyon,Warning
4916,2020-08-05 15-36-33,EQ_1,Composant_1,Saint-Lazare,Failure
4917,2020-10-17 09-49-27,EQ_4,Composant_2,Gare de Lyon,Failure
4918,2020-01-18 01-07-25,EQ_5,Composant_2,Gare de Lyon,Failure
4919,2020-04-26 08-03-47,EQ_4,Composant_2,Opéra,Warning
4920,2020-01-31 07-15-07,EQ_5,Composant_2,Saint-Lazare,Warning
4921,2020-08-02 22-39-05,EQ_2,Composant_2,Opéra,Maintenance
4922,2020-07-24 06-52-50,EQ_3,Composant_3,Opéra,Failure
4923,2020-06-29 16-25-14,EQ_3,Composant_3,Saint-Lazare,Warning
4924,2020-04-03 08-30-52,EQ_4,Composant_1,Montparnasse,Failure
4925,2020-06-20 18-17-35,EQ_2,Composant_1,Opéra,Maintenance
4926,2020-11-24 21-46-24,EQ_5,Composant_5,Saint-Lazare,Failure
4927,2020-02-08 09-58-37,EQ_1,Composant_3,Opéra,Failure
4928,2020-04-15 11-10-24,EQ_5,Composant_5,Gare de Lyon,Warning
4929,2020-04-21 21-02-12,EQ_2,Composant_2,Montparnasse,Failure
4930,2020-11-19 02-35-31,EQ_2,Composant_3,Opéra,Failure
4931,2020-04-24 14-31-07,EQ_2,Composant_5,Montparnasse,Failure
4932,2020-03-23 16-03-00,EQ_4,Composant_1,Saint-Lazare,Warning
4933,2020-04-07 19-03-06,EQ_1,Composant_2,Gare de Lyon,Warning
4934,2020-11-13 10-33-33,EQ_3,Composant_4,Opéra,Maintenance
4935,2020-12-05 10-54-30,EQ_4,Composant_4,Montparnasse,Maintenance
4936,2020-12-31 14-40-08,EQ_3,Composant_2,Gare de Lyon,Warning
4937,2020-12-30 14-14-09,EQ_4,Composant_2,Opéra,Maintenance
4938,2020-04-29 13-56-44,EQ_5,Composant_3,Gare de Lyon,Warning
4939,2020-10-04 22-29-27,EQ_1,Composant_5,Opéra,Maintenance
4940,2020-03-19 18-34-24,EQ_4,Composant_3,Montparnasse,Failure
4941,2020-01-21 18-38-19,EQ_1,Composant_2,Opéra,Warning
4942,2020-02-28 18-55-29,EQ_1,Composant_4,Saint-Lazare,Failure
4943,2020-10-27 21-20-50,EQ_2,Composant_3,Gare de Lyon,Warning
4944,2020-03-29 10-35-05,EQ_3,Composant_1,Montparnasse,Failure
